David eat soup.	大卫吃汤。
David eat dumplings.	大卫吃饺子。
Mike eat salad.	迈克吃沙拉。
Mary is a driver.	玛丽是司机。
Lucy is a nurse.	露西是护士。
Emma is a teacher.	艾玛是老师。
We want rice.	我们想要米饭。
You are a driver.	你是司机。
Emma is a cook.	艾玛是厨师。
I am a student.	我是学生。
Mary eat dumplings.	玛丽吃饺子。
Anna is a driver.	安娜是司机。
David like ice cream.	大卫喜欢冰淇淋。
Tom like ice cream.	汤姆喜欢冰淇淋。
They are a designer.	他们是设计师。
Mike like soup.	迈克喜欢汤。
Tom want ice cream.	汤姆想要冰淇淋。
Anna want bread.	安娜想要面包。
David want salad.	大卫想要沙拉。
Anna want salad.	安娜想要沙拉。
Mary want soup.	玛丽想要汤。
Tom like noodles.	汤姆喜欢面条。
Tom want salad.	汤姆想要沙拉。
They eat noodles.	他们吃面条。
I eat dumplings.	我吃饺子。
I eat rice.	我吃米饭。
I eat ice cream.	我吃冰淇淋。
David eat salad.	大卫吃沙拉。
Tom eat bread.	汤姆吃面包。
You eat dumplings.	你吃饺子。
Mary want ice cream.	玛丽想要冰淇淋。
John is a teacher.	约翰是老师。
Emma is an engineer.	艾玛是工程师。
Lucy want rice.	露西想要米饭。
I like soup.	我喜欢汤。
You want pizza.	你想要披萨。
Mary want ice cream.	玛丽想要冰淇淋。
David eat ice cream.	大卫吃冰淇淋。
Mike like ice cream.	迈克喜欢冰淇淋。
You eat noodles.	你吃面条。
I like pizza.	我喜欢披萨。
Emma want soup.	艾玛想要汤。
Lucy like pizza.	露西喜欢披萨。
We like dumplings.	我们喜欢饺子。
Mike eat noodles.	迈克吃面条。
Tom eat dumplings.	汤姆吃饺子。
David like dumplings.	大卫喜欢饺子。
They want soup.	他们想要汤。
I like dumplings.	我喜欢饺子。
We like pizza.	我们喜欢披萨。
Mike eat noodles.	迈克吃面条。
John like pizza.	约翰喜欢披萨。
We are a designer.	我们是设计师。
Emma eat rice.	艾玛吃米饭。
I am a cook.	我是厨师。
Emma want bread.	艾玛想要面包。
We like salad.	我们喜欢沙拉。
Mary eat bread.	玛丽吃面包。
We eat soup.	我们吃汤。
John eat rice.	约翰吃米饭。
Anna want rice.	安娜想要米饭。
They are a student.	他们是学生。
They eat pizza.	他们吃披萨。
John want soup.	约翰想要汤。
Mike like dumplings.	迈克喜欢饺子。
They eat noodles.	他们吃面条。
You are a doctor.	你是医生。
Tom is a cook.	汤姆是厨师。
Where is the restaurant?	餐厅在哪里？
I want bread.	我想要面包。
Lucy eat bread.	露西吃面包。
Anna want soup.	安娜想要汤。
Emma eat bread.	艾玛吃面包。
I eat pizza.	我吃披萨。
They are a student.	他们是学生。
Where is the restaurant?	餐厅在哪里？
Mike want dumplings.	迈克想要饺子。
David eat rice.	大卫吃米饭。
David is an engineer.	大卫是工程师。
Mike is a student.	迈克是学生。
Mike want salad.	迈克想要沙拉。
David like noodles.	大卫喜欢面条。
John want noodles.	约翰想要面条。
Emma is an engineer.	艾玛是工程师。
Mary want bread.	玛丽想要面包。
David is a designer.	大卫是设计师。
Lucy eat bread.	露西吃面包。
Mary want ice cream.	玛丽想要冰淇淋。
I eat dumplings.	我吃饺子。
You want pizza.	你想要披萨。
Lucy eat dumplings.	露西吃饺子。
Tom want soup.	汤姆想要汤。
David eat noodles.	大卫吃面条。
Emma like noodles.	艾玛喜欢面条。
You want rice.	你想要米饭。
We want pizza.	我们想要披萨。
Mike like ice cream.	迈克喜欢冰淇淋。
Mike is an engineer.	迈克是工程师。
They are an engineer.	他们是工程师。
Mary is a doctor.	玛丽是医生。
We want soup.	我们想要汤。
John like salad.	约翰喜欢沙拉。
Mike is a teacher.	迈克是老师。
I like rice.	我喜欢米饭。
You are an engineer.	你是工程师。
Emma want dumplings.	艾玛想要饺子。
I eat ice cream.	我吃冰淇淋。
Lucy is a cook.	露西是厨师。
We eat noodles.	我们吃面条。
Lucy want salad.	露西想要沙拉。
Emma eat pizza.	艾玛吃披萨。
You want ice cream.	你想要冰淇淋。
Anna eat soup.	安娜吃汤。
Lucy is a student.	露西是学生。
Lucy want noodles.	露西想要面条。
I am a designer.	我是设计师。
Mike want pizza.	迈克想要披萨。
Mike eat soup.	迈克吃汤。
Emma eat bread.	艾玛吃面包。
You are a student.	你是学生。
They are a cook.	他们是厨师。
I want pizza.	我想要披萨。
We eat salad.	我们吃沙拉。
Mary want soup.	玛丽想要汤。
You are an engineer.	你是工程师。
Tom want rice.	汤姆想要米饭。
Mike eat ice cream.	迈克吃冰淇淋。
I eat soup.	我吃汤。
Mike want noodles.	迈克想要面条。
Mary want bread.	玛丽想要面包。
Tom like rice.	汤姆喜欢米饭。
David is a nurse.	大卫是护士。
John want pizza.	约翰想要披萨。
We want noodles.	我们想要面条。
Emma want dumplings.	艾玛想要饺子。
You eat pizza.	你吃披萨。
Mary is a nurse.	玛丽是护士。
David eat pizza.	大卫吃披萨。
They eat ice cream.	他们吃冰淇淋。
Emma eat rice.	艾玛吃米饭。
Anna like pizza.	安娜喜欢披萨。
Mary want bread.	玛丽想要面包。
Where is the restaurant?	餐厅在哪里？
They like rice.	他们喜欢米饭。
Mike want noodles.	迈克想要面条。
They like pizza.	他们喜欢披萨。
Anna like bread.	安娜喜欢面包。
I want dumplings.	我想要饺子。
You want soup.	你想要汤。
Emma eat pizza.	艾玛吃披萨。
Mary want dumplings.	玛丽想要饺子。
They eat noodles.	他们吃面条。
I want dumplings.	我想要饺子。
Anna eat bread.	安娜吃面包。
You eat pizza.	你吃披萨。
David is a teacher.	大卫是老师。
Lucy like dumplings.	露西喜欢饺子。
Emma eat noodles.	艾玛吃面条。
You are a doctor.	你是医生。
They eat bread.	他们吃面包。
We are a designer.	我们是设计师。
Tom is a cook.	汤姆是厨师。
Tom eat dumplings.	汤姆吃饺子。
David eat pizza.	大卫吃披萨。
Tom want ice cream.	汤姆想要冰淇淋。
Mary is a nurse.	玛丽是护士。
I like bread.	我喜欢面包。
We like pizza.	我们喜欢披萨。
Tom want pizza.	汤姆想要披萨。
We want rice.	我们想要米饭。
You are an engineer.	你是工程师。
John eat pizza.	约翰吃披萨。
I want rice.	我想要米饭。
You want dumplings.	你想要饺子。
I like soup.	我喜欢汤。
Anna like bread.	安娜喜欢面包。
They eat soup.	他们吃汤。
You eat dumplings.	你吃饺子。
John want pizza.	约翰想要披萨。
We are a doctor.	我们是医生。
Emma like soup.	艾玛喜欢汤。
You are an engineer.	你是工程师。
Mary eat soup.	玛丽吃汤。
Anna eat soup.	安娜吃汤。
I eat salad.	我吃沙拉。
Mary like rice.	玛丽喜欢米饭。
Tom like pizza.	汤姆喜欢披萨。
I like noodles.	我喜欢面条。
Lucy is a driver.	露西是司机。
You like dumplings.	你喜欢饺子。
Mary eat pizza.	玛丽吃披萨。
Tom want pizza.	汤姆想要披萨。
They want dumplings.	他们想要饺子。
Emma want salad.	艾玛想要沙拉。
John want dumplings.	约翰想要饺子。
Anna want dumplings.	安娜想要饺子。
Tom is a nurse.	汤姆是护士。
Anna eat ice cream.	安娜吃冰淇淋。
David is a driver.	大卫是司机。
Mike like dumplings.	迈克喜欢饺子。
They want rice.	他们想要米饭。
John want pizza.	约翰想要披萨。
You eat dumplings.	你吃饺子。
We eat pizza.	我们吃披萨。
Mike want rice.	迈克想要米饭。
John is a cook.	约翰是厨师。
We eat rice.	我们吃米饭。
Mary like ice cream.	玛丽喜欢冰淇淋。
You like rice.	你喜欢米饭。
We want ice cream.	我们想要冰淇淋。
John like dumplings.	约翰喜欢饺子。
You want dumplings.	你想要饺子。
We are a doctor.	我们是医生。
Lucy eat pizza.	露西吃披萨。
Mike want noodles.	迈克想要面条。
Mike want rice.	迈克想要米饭。
Anna want dumplings.	安娜想要饺子。
Tom is a designer.	汤姆是设计师。
Tom eat dumplings.	汤姆吃饺子。
We want dumplings.	我们想要饺子。
Anna want ice cream.	安娜想要冰淇淋。
Mary want bread.	玛丽想要面包。
Mary want pizza.	玛丽想要披萨。
Anna want bread.	安娜想要面包。
Tom want rice.	汤姆想要米饭。
Lucy want pizza.	露西想要披萨。
You like bread.	你喜欢面包。
John eat bread.	约翰吃面包。
Mary eat noodles.	玛丽吃面条。
Emma want ice cream.	艾玛想要冰淇淋。
John want rice.	约翰想要米饭。
We eat salad.	我们吃沙拉。
John want dumplings.	约翰想要饺子。
John is a student.	约翰是学生。
You want soup.	你想要汤。
You like rice.	你喜欢米饭。
Anna eat soup.	安娜吃汤。
Tom like rice.	汤姆喜欢米饭。
Where is the restaurant?	餐厅在哪里？
Tom like salad.	汤姆喜欢沙拉。
David is an engineer.	大卫是工程师。
David is a teacher.	大卫是老师。
Anna eat dumplings.	安娜吃饺子。
Mary is an engineer.	玛丽是工程师。
We like salad.	我们喜欢沙拉。
You like noodles.	你喜欢面条。
They eat ice cream.	他们吃冰淇淋。
I am an engineer.	我是工程师。
Lucy want noodles.	露西想要面条。
Lucy eat dumplings.	露西吃饺子。
Emma want pizza.	艾玛想要披萨。
Emma like soup.	艾玛喜欢汤。
Emma eat bread.	艾玛吃面包。
Emma eat bread.	艾玛吃面包。
John like noodles.	约翰喜欢面条。
John is an engineer.	约翰是工程师。
You like noodles.	你喜欢面条。
I want soup.	我想要汤。
Tom eat ice cream.	汤姆吃冰淇淋。
Mary is a nurse.	玛丽是护士。
You want dumplings.	你想要饺子。
Lucy eat pizza.	露西吃披萨。
I like salad.	我喜欢沙拉。
Mary like ice cream.	玛丽喜欢冰淇淋。
I am a teacher.	我是老师。
Anna want ice cream.	安娜想要冰淇淋。
Tom want noodles.	汤姆想要面条。
David like soup.	大卫喜欢汤。
Emma want bread.	艾玛想要面包。
Tom is a driver.	汤姆是司机。
You like dumplings.	你喜欢饺子。
John is a doctor.	约翰是医生。
John like noodles.	约翰喜欢面条。
Mike is a designer.	迈克是设计师。
I want ice cream.	我想要冰淇淋。
They want ice cream.	他们想要冰淇淋。
Tom want dumplings.	汤姆想要饺子。
I eat rice.	我吃米饭。
We are an engineer.	我们是工程师。
They like bread.	他们喜欢面包。
John is a student.	约翰是学生。
You want pizza.	你想要披萨。
Mike is a doctor.	迈克是医生。
John want pizza.	约翰想要披萨。
Tom is a cook.	汤姆是厨师。
I want pizza.	我想要披萨。
I am an engineer.	我是工程师。
Mary want pizza.	玛丽想要披萨。
Emma eat ice cream.	艾玛吃冰淇淋。
Mike like dumplings.	迈克喜欢饺子。
We like noodles.	我们喜欢面条。
Mike is a student.	迈克是学生。
Mike eat bread.	迈克吃面包。
David eat soup.	大卫吃汤。
I am a doctor.	我是医生。
Lucy is a teacher.	露西是老师。
David like soup.	大卫喜欢汤。
You are a student.	你是学生。
You like pizza.	你喜欢披萨。
Lucy like salad.	露西喜欢沙拉。
John eat pizza.	约翰吃披萨。
They eat salad.	他们吃沙拉。
I like dumplings.	我喜欢饺子。
David want dumplings.	大卫想要饺子。
I am a doctor.	我是医生。
Mike want noodles.	迈克想要面条。
I want rice.	我想要米饭。
David eat salad.	大卫吃沙拉。
Tom like pizza.	汤姆喜欢披萨。
They are a cook.	他们是厨师。
They are a designer.	他们是设计师。
John eat soup.	约翰吃汤。
Emma want ice cream.	艾玛想要冰淇淋。
Lucy want noodles.	露西想要面条。
Anna eat salad.	安娜吃沙拉。
Anna want dumplings.	安娜想要饺子。
Mary want pizza.	玛丽想要披萨。
I like salad.	我喜欢沙拉。
Emma eat soup.	艾玛吃汤。
John is a driver.	约翰是司机。
Mike is a nurse.	迈克是护士。
I want pizza.	我想要披萨。
I want noodles.	我想要面条。
Mike want rice.	迈克想要米饭。
Lucy is a driver.	露西是司机。
Lucy eat bread.	露西吃面包。
Mary is a teacher.	玛丽是老师。
David like rice.	大卫喜欢米饭。
Lucy eat salad.	露西吃沙拉。
Lucy like pizza.	露西喜欢披萨。
They like salad.	他们喜欢沙拉。
Anna like rice.	安娜喜欢米饭。
John eat salad.	约翰吃沙拉。
David is a student.	大卫是学生。
David want ice cream.	大卫想要冰淇淋。
John eat bread.	约翰吃面包。
Anna want soup.	安娜想要汤。
Mike eat rice.	迈克吃米饭。
Lucy want noodles.	露西想要面条。
You are a teacher.	你是老师。
Tom want dumplings.	汤姆想要饺子。
You are a cook.	你是厨师。
Mike is a driver.	迈克是司机。
We want pizza.	我们想要披萨。
We want ice cream.	我们想要冰淇淋。
I am a doctor.	我是医生。
I want ice cream.	我想要冰淇淋。
Anna want salad.	安娜想要沙拉。
They like dumplings.	他们喜欢饺子。
We eat pizza.	我们吃披萨。
We are a cook.	我们是厨师。
David eat salad.	大卫吃沙拉。
You are a cook.	你是厨师。
Lucy eat dumplings.	露西吃饺子。
Lucy like ice cream.	露西喜欢冰淇淋。
We eat noodles.	我们吃面条。
They like salad.	他们喜欢沙拉。
Emma eat noodles.	艾玛吃面条。
They are a teacher.	他们是老师。
Lucy want noodles.	露西想要面条。
I want ice cream.	我想要冰淇淋。
John like bread.	约翰喜欢面包。
Tom is a driver.	汤姆是司机。
Mike eat rice.	迈克吃米饭。
Mike eat soup.	迈克吃汤。
Mike want bread.	迈克想要面包。
We eat dumplings.	我们吃饺子。
Tom want dumplings.	汤姆想要饺子。
Lucy is a student.	露西是学生。
John like dumplings.	约翰喜欢饺子。
David like dumplings.	大卫喜欢饺子。
You are a designer.	你是设计师。
They want rice.	他们想要米饭。
I like noodles.	我喜欢面条。
I like noodles.	我喜欢面条。
Lucy eat bread.	露西吃面包。
Anna is a cook.	安娜是厨师。
We want rice.	我们想要米饭。
Tom want dumplings.	汤姆想要饺子。
Mike want bread.	迈克想要面包。
Mike like salad.	迈克喜欢沙拉。
I like ice cream.	我喜欢冰淇淋。
Tom want pizza.	汤姆想要披萨。
John want bread.	约翰想要面包。
We eat salad.	我们吃沙拉。
We eat salad.	我们吃沙拉。
